Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tenis bebe nike,6,6,480,35,0.11,https://www.amazon.com.mx/tenis-nike-bebe/s?k=tenis+nike+bebe,4,0,0.00,1,22800000,"[81,66,66,66,81,81,81,81,100,100,66,81]",2025-09-10,"Image pack, Video, Image, Related searches",transactional,Organic
gc tenis,7,7,140,29,0.00,https://www.amazon.com.mx/adidas-Tenis-Disrupt-Unisex-Adultos/dp/B0F9C93WFG,4,0,0.00,0.66,97,"[82,65,65,65,65,82,65,82,65,100,65,65]",2025-08-30,"Image pack, Video, Related searches","commercial, informational",Organic
marcas de zapatos de mujer comodos,3,3,110,21,0.16,https://www.amazon.com.mx/zapatos-c%C3%B3modos-mujer/s?k=zapatos+c%C3%B3modos+mujer,4,0,0.00,1,10400000,"[82,82,100,82,82,41,65,53,41,53,53,41]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
tenis capa de ozono mujer,11,11,1000,16,0.04,https://www.amazon.com.mx/Zapatos-para-Mujer-Capa-de-Ozono/s?rh=n%3A14093028011%2Cp_89%3ACapa%2Bde%2BOzono,4,0,0.00,1,225000,"[100,81,81,62,81,55,45,55,45,37,37,37]",2025-10-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos dorados para niña,5,5,590,23,0.16,https://www.amazon.com.mx/Zapatos-ni%C3%B1os-bailar-vidrio-correr/dp/B0CDLMZFQ2,4,0,0.00,1,82,"[32,39,39,48,59,88,100,39,48,59,59,59]",2025-09-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
zapatos dorados para niña,5,5,590,23,0.16,https://www.amazon.com.mx/lentejuelas-diamantes-imitaci%C3%B3n-sandalias-purpurina/dp/B0C39XCN3Z,4,0,0.00,1,82,"[32,39,39,48,59,88,100,39,48,59,59,59]",2025-09-09,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
zapatillas hoka arahi,5,5,90,12,0.00,https://www.amazon.com.mx/HOKA-ONE-Zapatillas-deporte-Bluesteel/dp/B0C6XQ7WTL,4,0,0.00,0,303000,"[0,0,0,0,29,29,14,0,0,100,0,14]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis d&g hombre,6,6,110,22,0.00,https://www.amazon.com.mx/tenis-dolce-gabbana-hombre/s?k=tenis+dolce+gabbana+hombre,4,0,0.00,0.67,54,"[82,82,100,82,82,82,65,65,82,82,29,41]",2025-08-21,"Image pack, Video, Image, Related searches",informational,Organic
tenis deportivos polo mujer,4,4,90,19,0.00,https://www.amazon.com.mx/tenis-polo-mujer/s?k=tenis+polo+mujer,4,0,0.00,0.56,85,"[11,11,11,11,11,11,22,11,22,11,100,56]",2025-08-24,"Image pack, Image, Related searches",informational,Organic
tenis baratos en amazon,2,2,170,32,0.09,https://www.amazon.com.mx/tenis-economicos-hombre/s?k=tenis+economicos+hombre,4,0,0.00,1,5050000,"[65,54,100,65,54,54,65,54,54,42,54,54]",2025-09-12,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Organic
tenis hovr,6,6,170,22,0.07,https://www.amazon.com.mx/under-armour-hovr/s?k=under+armour+hovr,4,0,0.00,0.96,26,"[100,100,100,67,100,67,52,67,81,81,67,67]",2025-09-06,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
tenis para correr mujer pirma,6,6,90,17,0.11,https://www.amazon.com.mx/pirma-tenis-mujer/s?k=pirma+tenis+mujer,4,0,0.00,0.91,38,"[11,11,44,22,11,56,11,22,11,11,100,11]",2025-08-20,"Image pack, Video, Image, Related searches",informational,Organic
zapatos de plataforma para dama,9,9,140,20,0.00,https://www.amazon.com.mx/zapatos-plataforma-mujer/s?k=zapatos+plataforma+mujer,4,0,0.00,1,7190000,"[66,28,66,100,66,34,53,22,28,34,22,16]",2025-08-15,"Image pack, Video, Image, Related searches",informational,Organic
rack zapatos,3,3,70,26,0.22,https://www.amazon.com.mx/mueble-organizador-de-zapatos/s?k=mueble+organizador+de+zapatos,4,0,0.00,1,8540000,"[100,2,2,67,2,29,10,2,10,4,2,2]",2025-08-23,"Image pack, Video, Image, Related searches",informational,Organic
tenis oferta hombre,26,26,2900,27,0.04,https://www.amazon.com.mx/b?ie=UTF8&node=9790584011,4,0,0.00,1,37500000,"[66,55,66,100,82,66,55,55,43,55,66,55]",2025-10-01,"Sitelinks, Video, Image, Related searches","commercial, informational",Organic
tenis uso rudo,1,1,210,25,0.06,https://www.amazon.com.mx/Tenis-Trabajo-Casquillo-Anticlavos-Hombre/dp/B0CCS1D1MP,4,0,0.00,1,83,"[81,81,81,65,65,81,54,81,100,81,100,81]",2025-08-31,"Image pack, Video, Image, Shopping ads, Related searches",informational,Image pack
tenis blancos con rayas negras,6,6,110,22,0.00,https://www.amazon.com.mx/Adidas-EF0103-J%C3%B3venes-Unisex-Franjas/dp/B07QBCHK4H,4,0,0.00,0.73,89,"[65,65,100,65,82,53,65,65,65,82,65,53]",2025-08-31,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
remate de tenis originales,10,10,170,28,0.08,https://www.amazon.com.mx/Calzado-Deportivo-Amazon-Remates-de-Almac%C3%A9n/s?rh=n%3A9784381011%2Cp_6%3AA23KQ2J0V65IPS,4,0,0.00,1,1400000,"[81,42,65,54,65,100,65,42,81,100,54,35]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches","commercial, informational",Organic
zapatos para construccion,5,5,140,14,0.14,https://www.amazon.com.mx/b?ie=UTF8&node=14094200011,4,0,0.00,1,2530000,"[100,65,65,82,100,100,100,100,65,65,82,65]",2025-08-20,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
overgrip tenis,6,6,140,24,0.11,https://www.amazon.com.mx/overgrips-de-tenis/s?k=overgrips+de+tenis,4,0,0.00,1,100,"[42,65,65,54,100,65,65,54,54,42,54,42]",2025-08-26,"Image pack, Video, People also ask, Related searches","commercial, informational",Organic
tenis pirma para niño,2,2,1600,24,0.10,https://www.amazon.com.mx/Pirma-745-Antiderrapante-Resistencia-AcabaTextil/dp/B0CGMCYNBZ,4,0,0.00,1,645000,"[100,84,84,68,68,68,100,68,53,68,68,84]",2025-10-02,"Image pack, Sitelinks, Image, Related searches",informational,Image pack
zapatos evergreen,4,4,90,21,0.00,https://www.amazon.com.mx/Timberland-PRO-Evergreen-compuestos-impermeables/dp/B0F91YPF8Z,4,0,0.00,0,83,"[20,0,0,20,20,20,20,0,20,100,20,20]",2025-08-29,"Image pack, Video, Image",informational,Organic
zapatos de trabajo wolverine,3,3,70,19,0.06,https://www.amazon.com.mx/wolverine-boots-men/s?k=wolverine+boots+men,4,0,0.00,0.99,64,"[35,8,4,4,12,100,81,4,4,4,4,8]",2025-09-10,"Image pack, Video, Image, Related searches",informational,Organic
zapatos zuecos tradicionales,2,2,110,31,0.04,https://www.amazon.com.mx/zuecos-de-madera/s?k=zuecos+de+madera,4,0,0.00,0.8,87,"[82,82,65,100,53,53,53,65,41,41,53,41]",2025-09-04,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
talla us a mx tenis,1,1,260,20,0.07,https://www.amazon.com.mx/b?ie=UTF8&node=14970599011,4,0,0.00,0.01,6740000,"[3,23,3,5,3,3,3,44,100,36,28,36]",2025-09-01,"Image pack, Video, People also ask, Related searches","commercial, informational",Image pack
tenis nike para enfermera,3,3,320,37,0.23,https://www.amazon.com.mx/Nike-Zoom-Pulse-para-hombre/dp/B09YXWZ19P,4,0,0.00,0.91,74,"[36,36,24,36,29,29,44,54,24,24,100,67]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos de pico mujer,6,6,170,31,0.07,https://www.amazon.com.mx/flats-pico-mujer/s?k=flats+pico+mujer,4,0,0.00,1,4460000,"[18,23,36,36,36,28,36,28,82,100,54,44]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
coleccion completa de tenis dragon ball,4,4,70,27,0.00,https://www.amazon.com.mx/tenis-dragon-ball/s?k=tenis+dragon+ball,4,0,0.00,0,90,"[0,0,0,100,0,0,0,0,0,0,0,0]",2025-09-08,"Image pack, Video, Related searches",,Organic
imagenes de zapatillas con tacon grueso,3,3,70,17,0.00,https://www.amazon.com.mx/zapatos-tac%C3%B3n-grueso-mujer/s?k=zapatos+tac%C3%B3n+grueso+mujer,4,0,0.00,0,372000,"[0,0,0,0,33,33,0,0,0,100,0,33]",2025-08-18,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatillas de bota,5,5,90,17,0.00,https://www.amazon.com.mx/tenis-bota-hombre/s?k=tenis+bota+hombre,4,0,0.00,0.28,18900000,"[11,22,11,11,22,11,11,11,22,100,11,11]",2025-09-12,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
tenis nike michael vick,5,5,140,29,0.00,https://www.amazon.com.mx/Nike-Zoom-Vick-Basketball-832698-600/dp/B06XPK84HQ,4,0,0.00,0.04,48,"[100,100,100,100,82,82,65,82,65,65,65,65]",2025-08-26,"Image pack, Video, Image, Popular products",informational,Organic
zapatos de payaso baratos,8,8,720,31,0.06,https://www.amazon.com.mx/zapatos-de-payaso/s?k=zapatos+de+payaso,4,0,0.00,0.45,61,"[28,36,3,18,3,3,100,82,3,3,3,10]",2025-09-08,"Image pack, Video, Image, People also ask, Related searches",informational,People also ask
ariana grande zapatos,1,1,90,31,0.00,https://www.amazon.com.mx/ariana-grande-merch/s?k=ariana+grande+merch,4,0,0.00,0.4,1980000,"[20,80,20,20,40,20,60,20,20,100,40,20]",2025-08-25,"Image pack, Sitelinks, Video, Image, People also ask",informational,People also ask
tenis para pie plano hombre,5,5,140,27,0.08,https://www.amazon.com.mx/tenis-pie-plano-hombre/s?k=tenis+pie+plano+hombre,4,0,0.00,0.99,91,"[65,65,53,82,65,82,100,82,82,100,82,82]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
tenis fila negro mujer,9,9,720,28,0.10,https://www.amazon.com.mx/Calzado-para-Correr-Mujer-FILA/s?rh=n%3A14094383011%2Cp_89%3AFILA,4,0,0.00,1,3910000,"[39,72,48,59,48,88,100,88,72,72,48,59]",2025-10-13,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis nike america,6,6,590,36,0.11,https://www.amazon.com.mx/tenis-club-america/s?k=tenis+club+america,4,0,0.00,0.33,24800000,"[55,45,100,77,30,30,20,25,25,55,30,20]",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis pirma verde militar,6,6,110,14,0.00,https://www.amazon.com.mx/Pirma-Tenis-Deportivo-Verde-Militar/dp/B0DHFXKM96,4,0,0.00,0.95,37,"[79,100,79,100,79,79,64,64,79,100,50,29]",2025-08-15,"Image pack, Image, Related searches",informational,Organic
zapatos flexi enfermeria,5,5,480,25,0.02,https://www.amazon.com.mx/zapatos-enfermera-mujer-flexi/s?k=zapatos+enfermera+mujer+flexi,4,0,0.00,1,65,"[55,44,55,44,67,100,67,55,44,36,55,36]",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos de meter mujer,6,6,590,28,0.08,https://www.amazon.com.mx/zapatos-de-meter-mujer/s?k=zapatos+de+meter+mujer,4,0,0.00,1,5300000,"[67,67,82,100,82,82,100,67,82,67,82,100]",2025-10-17,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
zapatos turf,5,5,90,18,0.16,https://www.amazon.com.mx/turf/s?k=turf,4,0,0.00,1,80,"[79,100,79,79,79,50,50,36,100,36,50,50]",2025-08-19,"Image pack, Video, Image, Related searches",informational,Organic
tenis de kimetsu no yaiba,2,2,140,26,0.00,https://www.amazon.com.mx/Demon-Slayer-Kamado-Nezuko-japoneses/dp/B08DFT13QT,4,0,0.00,0.64,86,"[54,27,19,42,100,100,42,81,65,65,27,15]",2025-08-25,"Image pack, Video, Image, People also ask, Related searches",informational,People also ask
snoop dogg tenis,5,5,140,23,0.06,https://www.amazon.com.mx/Skechers-Snoop-Dogg-Air-Dr-Cordones/dp/B0CSQKJFJS,4,0,0.00,0.82,313000,"[34,34,28,34,53,34,34,44,66,100,44,28]",2025-08-21,"Image pack, Video, People also ask, Related searches",informational,Organic
tenis de baloncesto,7,7,880,19,0.09,https://www.amazon.com.mx/Nike-Tenis-baloncesto-unisex-adultos/dp/B08R4RKFY5,4,0,0.00,1,72100000,"[72,72,88,100,100,88,88,88,88,88,72,59]",2025-10-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Image pack
tenis nike mercurial superfly,5,5,480,34,0.10,https://www.amazon.com.mx/mercurial-superfly/s?k=mercurial+superfly,4,0,0.00,0.95,2060000,"[67,67,67,82,100,55,55,36,36,30,30,19]",2025-08-30,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos para fiesta en jardín mujer,4,4,90,27,0.10,https://www.amazon.com.mx/zapatos-de-fiesta/s?k=zapatos+de+fiesta,4,0,0.00,1,70,"[100,79,79,100,64,36,50,64,64,36,64,79]",2025-09-02,"Image pack, Video, Image, Related searches",informational,Organic
tenis guess de bota,6,6,720,25,0.04,https://www.amazon.com.mx/tenis-bota-guess-mujer/s?k=tenis+bota+guess+mujer,4,0,0.00,0.71,74,"[82,82,82,67,82,82,82,82,100,100,55,44]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
tenis newton distance,4,4,90,28,0.00,https://www.amazon.com.mx/stores/NewtonRunningM%C3%A9xico%C2%AE/page/73FA8C0D-5028-4CE3-9CE6-3EE8FE295435,4,0,0.00,0.79,68,"[100,14,14,14,14,14,14,0,0,0,14,14]",2025-09-01,"Image pack, Video, Featured snippet, Related searches",informational,Organic
remate de tenis,10,10,140,31,0.08,https://www.amazon.com.mx/Calzado-Deportivo-Amazon-Remates-de-Almac%C3%A9n/s?rh=n%3A9784381011%2Cp_6%3AA23KQ2J0V65IPS,4,0,0.00,1,96,"[81,67,67,67,67,67,81,81,100,81,67,52]",2025-08-22,"Image pack, Video, Popular products, Related searches","commercial, informational",Organic
time and tru zapatos,1,1,210,31,0.00,https://www.amazon.com.mx/Time-Tru-Zapatillas-plataforma-blancas/dp/B0B1LDH9YD,4,0,0.00,0.26,42,"[100,81,81,65,81,81,81,81,65,81,42,27]",2025-09-08,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
tenis volver al futuro precio,9,9,590,36,0.00,https://www.amazon.com.mx/tenis-volver-al-futuro/s?k=tenis+volver+al+futuro,4,0,0.00,0.09,84,"[67,67,67,82,82,82,67,67,82,100,100,82]",2025-09-12,"Image pack, Video, Featured snippet, Image, People also ask, Related searches",transactional,Organic
zapatos deportivos mujer para vestir,5,5,90,26,0.00,https://www.amazon.com.mx/zapatillas-deportivas-mujer/s?k=zapatillas+deportivas+mujer,4,0,0.00,0,13900000,"[14,0,57,57,29,29,0,14,14,100,14,0]",2025-08-24,"Image pack, Video, Image, Related searches",informational,Organic
tenis para nieve mujer,4,4,140,22,0.11,https://www.amazon.com.mx/Botas-para-Mujer-de-Nieve-Zapatos/s?rh=n%3A14093246011%2Cp_n_style_browse-bin%3A14144815011,4,0,0.00,1,91,"[13,6,9,16,22,22,34,66,81,100,100,44]",2025-08-26,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis columbia precio,5,5,90,15,0.10,https://www.amazon.com.mx/tenis-columbia/s?k=tenis+columbia,4,0,0.00,0.42,83,"[64,64,36,79,79,79,64,64,50,100,100,79]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Organic
tenis blancos 24,7,7,110,21,0.06,https://www.amazon.com.mx/tenis-blancos-24-cm/s?k=tenis+blancos+24+cm,4,0,0.00,1,96,"[16,34,22,28,44,100,28,13,34,53,22,28]",2025-08-30,"Image pack, Video, Image, Related searches","commercial, informational",Organic
tenis suela turf,5,5,170,24,0.09,https://www.amazon.com.mx/zapatos-de-futbol-soccer-turf/s?k=zapatos+de+futbol+soccer+turf,4,0,0.00,1,92,"[67,67,100,81,81,81,81,81,67,43,67,67]",2025-08-28,"Image pack, Video, Image, Shopping ads, People also ask, Popular products, Related searches",informational,Organic
tenis x_plr boost,7,7,140,19,0.13,https://www.amazon.com.mx/Adidas-X_PLR-Boost-Tenis-Hombre/dp/B0BHQ66S4K,4,0,0.00,1,30,"[81,100,100,65,65,65,42,42,35,42,19,19]",2025-08-21,"Image pack, Video, Image, Related searches",informational,Organic
zapatos con dragon blancos,6,6,110,27,0.00,https://www.amazon.com.mx/Nike-Air-Force-Low-G-Dragon-White/dp/B08Q4M97SL,4,0,0.00,0,60,"[52,81,81,81,67,52,19,33,67,100,67,43]",2025-08-16,"Image pack, Video, Image, Related searches",informational,Organic
tenis nike botin,8,8,1000,36,0.07,https://www.amazon.com.mx/tenis-nike-bota/s?k=tenis+nike+bota,4,0,0.00,1,1590000,"[68,53,53,84,100,53,46,53,46,46,46,46]",2025-10-09,"Image pack, Sitelinks, Image, Popular products, Related searches",informational,Organic
tenis fila mujer negros,7,7,720,27,0.08,https://www.amazon.com.mx/tenis-fila-mujer/s?k=tenis+fila+mujer,4,0,0.00,1,64,"[100,100,100,82,82,100,67,67,82,100,67,55]",2025-09-10,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Organic
zapatos adidas para mujer,9,9,720,33,0.08,https://www.amazon.com.mx/tenis-adidas-dama-originales/s?k=tenis+adidas+dama+originales,4,0,0.00,0.87,23700000,"[67,55,67,67,67,82,82,82,100,100,67,67]",2025-09-09,"Image pack, Sitelinks, Image, Related searches",informational,Organic
tenis fila mujer rosa,5,5,480,26,0.04,https://www.amazon.com.mx/tenis-fila-rosa/s?k=tenis+fila+rosa,4,0,0.00,0.99,47,"[82,82,100,82,100,67,54,54,44,54,44,54]",2025-09-02,"Image pack, Image, Related searches",informational,Organic
tenis classic leather,4,4,90,16,0.24,https://www.amazon.com.mx/reebok-classic-leather/s?k=reebok+classic+leather,4,0,0.00,1,90,"[50,64,79,50,50,100,64,50,100,100,50,79]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, informational",Organic
tenis nike phantom venom,1,1,110,24,0.00,https://www.amazon.com.mx/Nike-Phantom-Academy-Ao0566-010-hombre/dp/B07TKMMWC5,4,0,0.00,0.33,67,"[82,65,65,82,100,65,82,65,53,53,41,53]",2025-08-23,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,People also ask
zapatillas planas,5,5,140,22,0.06,https://www.amazon.com.mx/tenis-suela-plana/s?k=tenis+suela+plana,4,0,0.00,0.7,74,"[100,79,100,100,79,100,64,79,100,100,64,79]",2025-09-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis puma f1,4,4,480,31,0.08,https://www.amazon.com.mx/tenis-formula-1/s?k=tenis+formula+1,4,0,0.00,1,2380000,"[14,17,21,17,17,14,21,100,46,38,25,17]",2025-09-08,"Image pack, Video, Image, Related searches",informational,Organic
juego palo con pelota de tenis,3,3,70,25,0.00,https://www.amazon.com.mx/Vaveren-Tetherball-Entrenamiento-Interiores-Exteriores/dp/B0DCQV53PS,4,0,0.00,0.52,99,"[25,50,25,25,0,0,0,0,100,25,0,25]",2025-08-25,"Image pack, Video, Related searches",informational,Organic
tenis led rosa,5,5,90,19,0.00,https://www.amazon.com.mx/Tenis-ni%C3%B1os-peque%C3%B1os-ligeros-casual/dp/B0DMKZCBFG,4,0,0.00,0,93,"[0,100,25,50,0,0,0,0,25,25,25,0]",2025-08-21,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos giorgio brutini,4,4,90,28,0.06,https://www.amazon.com.mx/Giorgio-Brutini-Felix-Zapatillas-Hombre/dp/B011QQX3TG,4,0,0.00,0.85,24,"[100,79,79,50,79,79,79,50,64,100,50,36]",2025-08-27,"Image pack, Video, Image",informational,Organic
zapatillas blancas de moda para mujer,4,4,90,19,0.00,https://www.amazon.com.mx/zapatillas-blancas-mujer/s?k=zapatillas+blancas+mujer,4,0,0.00,0,9350000,"[0,33,100,0,33,0,0,33,0,0,0,100]",2025-08-31,"Image pack, Video, Image, Related searches",informational,Organic
on tenis mexico,9,9,720,36,0.13,https://www.amazon.com.mx/on-running-mexico/s?k=on+running+mexico,4,0,0.00,1,99,"[82,82,82,82,100,100,67,55,67,55,55,55]",2025-09-08,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis oxford,6,6,110,17,0.21,https://www.amazon.com.mx/oxford-shoes-mujer/s?k=oxford+shoes+mujer,4,0,0.00,0.81,10700000,"[79,64,79,79,79,79,79,64,100,79,64,79]",2025-09-04,"Image pack, Video, Image, Related searches",informational,Organic
tenis ronaldinho nike,6,6,110,30,0.00,https://www.amazon.com.mx/Nike-Tiempo-Finale-10R-Ronaldinho/dp/B079QJZYCD,4,0,0.00,0.18,65,"[24,24,19,67,43,67,24,43,81,67,67,100]",2025-08-19,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis bicicleta,10,10,140,22,0.10,https://www.amazon.com.mx/b?ie=UTF8&node=9785806011,4,0,0.00,1,24300000,"[82,100,100,100,82,100,65,100,82,65,100,65]",2025-09-12,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","commercial, informational",Organic
tenis levi's piel,5,5,90,20,0.00,https://www.amazon.com.mx/tenis-levis/s?k=tenis+levis,4,0,0.00,0.83,66,"[100,14,14,14,14,43,14,57,14,14,14,14]",2025-08-16,"Image pack, Video, Image, Related searches",informational,Organic
pokemon tenis,5,5,90,27,0.00,https://www.amazon.com.mx/tenis-pokemon/s?k=tenis+pokemon,4,0,0.00,0.88,12100000,"[79,100,100,64,79,64,50,64,64,79,64,36]",2025-08-28,"Image pack, Video, Image, Related searches",informational,Organic
tenis campus adidas,9,9,4400,31,0.07,https://www.amazon.com.mx/adidas-campus/s?k=adidas+campus,4,0,0.00,1,11000000,"[36,36,44,54,100,54,44,44,44,54,54,44]",2025-10-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
